x,y,z,p
52.08,36.01,-55.41,1.0
46.93,29.0,-25.33,1.0
110.7,72.18,-86.14,1.0
97.05,58.24,-39.95,2.0
74.4,50.04,-68.45,1.0
28.42,16.76,-9.51,1.0
97.85,58.42,-37.95,2.0
30.92,30.73,-97.6,1.0
97.53,58.63,-40.14,2.0
109.63,72.11,-87.67,1.0
158.54,82.59,24.2,1.0
47.01,29.14,-25.16,1.0
29.37,22.23,-43.64,1.0
45.23,33.01,-58.71,1.0
46.18,44.03,-130.75,1.0
17.83,16.87,-49.64,1.0
23.5,26.61,-95.64,1.0
130.8,85.12,-96.96,1.0
51.7,31.37,-22.66,1.0
105.3,61.82,-31.88,1.0
40.26,32.36,-71.95,1.0
96.67,58.01,-37.7,2.0
34.59,24.8,-40.74,1.0
40.04,32.33,-71.76,1.0
66.71,49.93,-92.24,1.0
16.13,19.66,-72.64,1.0
46.47,29.14,-25.54,1.0
23.62,15.41,-16.65,1.0
28.43,22.13,-43.64,1.0
51.09,35.79,-52.15,1.0
99.66,61.14,-44.35,1.0
23.84,15.18,-14.27,1.0
15.66,19.71,-72.89,1.0
46.41,29.28,-25.82,1.0
18.77,9.91,2.22,1.0
51.07,35.96,-52.17,1.0
26.7,18.85,-27.31,1.0
17.35,8.86,3.96,1.0
47.08,38.68,-83.15,1.0
47.01,38.65,-83.09,1.0
43.43,35.46,-75.23,1.0
99.36,61.37,-44.48,1.0
102.31,61.74,-36.5,1.0
52.94,32.9,-24.48,1.0
62.12,46.23,-76.49,1.0
28.09,16.84,-9.06,1.0
41.17,24.01,-9.07,1.0
107.27,72.6,-86.29,1.0
23.57,20.0,-44.0,1.0
26.71,19.05,-27.35,1.0
41.48,24.24,-9.02,1.0
26.66,19.1,-27.34,1.0
22.02,18.23,-37.61,1.0
46.51,29.68,-25.4,1.0
26.55,19.05,-27.2,1.0
45.17,34.7,-60.19,1.0
72.05,45.48,-35.93,1.0
23.44,26.34,-81.85,1.0
18.79,17.26,-41.96,1.0
101.91,59.84,-22.97,1.0
97.07,59.43,-36.51,2.0
21.67,18.22,-37.91,1.0
101.8,61.98,-36.03,1.0
115.58,69.59,-35.87,1.0
101.85,61.98,-35.56,1.0
73.52,51.54,-65.73,1.0
51.87,32.22,-21.57,1.0
26.44,30.49,-94.19,1.0
31.86,23.05,-32.49,1.0
50.0,40.03,-73.4,1.0
49.68,39.88,-73.41,1.0
18.61,9.89,2.1,1.0
49.62,39.74,-72.85,1.0
97.05,60.07,-37.87,2.0
17.42,18.21,-49.77,1.0
47.54,26.31,-0.45,1.0
31.94,30.92,-76.69,1.0
47.54,26.3,-0.38,1.0
101.63,60.14,-23.51,1.0
32.2,31.22,-77.22,1.0
52.68,49.26,-115.7,1.0
103.04,62.94,-34.56,1.0
31.4,18.99,-9.46,1.0
31.8,30.92,-76.43,1.0
22.82,20.19,-43.34,1.0
38.18,33.51,-70.56,1.0
31.97,31.24,-76.7,1.0
17.04,8.68,4.21,1.0
40.79,24.16,-8.98,1.0
37.41,33.35,-71.09,1.0
37.48,33.46,-71.14,1.0
31.21,25.15,-43.61,1.0
106.91,80.68,-118.82,1.0
16.88,8.66,3.85,1.0
29.2,30.46,-78.76,1.0
37.67,33.85,-70.88,1.0
36.26,21.37,-6.71,1.0
48.14,28.35,-8.82,1.0
58.24,34.3,-10.57,1.0
38.11,34.11,-70.02,1.0
62.37,39.31,-25.07,1.0
31.1,19.01,-9.27,1.0
29.29,22.44,-33.12,1.0
50.41,38.17,-54.74,1.0
28.58,22.15,-33.5,1.0
102.35,63.42,-34.89,1.0
28.77,22.14,-32.74,1.0
58.1,34.23,-10.1,1.0
47.32,26.42,-0.4,1.0
48.25,31.81,-26.25,1.0
19.28,18.83,-42.85,1.0
45.02,38.48,-70.67,1.0
68.33,62.47,-128.71,1.0
28.33,23.95,-42.96,1.0
29.01,22.42,-32.96,1.0
75.23,45.77,-20.39,1.0
52.78,33.6,-21.67,1.0
22.51,20.87,-43.25,1.0
72.54,46.17,-29.54,1.0
100.7,62.85,-34.75,1.0
41.48,25.03,-9.73,1.0
115.85,70.29,-29.08,1.0
102.24,63.71,-34.36,1.0
28.83,22.49,-32.97,1.0
85.94,54.3,-32.72,1.0
17.01,8.76,3.83,1.0
29.57,22.71,-31.88,1.0
57.61,34.23,-10.52,1.0
37.79,34.9,-70.43,1.0
17.46,18.79,-45.91,1.0
18.24,19.37,-46.54,1.0
85.85,54.43,-32.51,1.0
104.19,61.45,-15.98,1.0
17.4,18.84,-46.05,1.0
17.4,18.79,-45.8,1.0
63.97,41.92,-30.9,1.0
46.89,40.15,-70.01,1.0
22.17,21.02,-43.26,1.0
29.63,22.96,-31.66,1.0
72.42,46.57,-29.14,1.0
22.0,21.12,-43.35,1.0
1.53,0.91,-0.26,1.0
25.71,19.61,-25.34,1.0
101.12,63.32,-32.03,1.0
17.73,18.7,-42.73,1.0
22.81,20.43,-37.25,1.0
28.0,34.47,-91.51,1.0
26.02,19.81,-25.23,1.0
38.71,36.37,-70.88,1.0
38.83,36.4,-70.82,1.0
39.11,36.52,-70.58,1.0
101.82,63.51,-30.17,1.0
104.31,63.79,-24.89,1.0
25.96,19.84,-25.26,1.0
42.4,30.5,-32.02,1.0
41.27,37.69,-69.56,1.0
43.94,37.15,-59.61,1.0
101.07,63.29,-30.78,1.0
105.12,64.37,-25.19,1.0
26.68,22.1,-33.99,1.0
73.13,50.68,-45.62,1.0
32.33,37.77,-93.5,1.0
101.57,63.6,-30.43,1.0
102.05,62.13,-21.54,1.0
26.49,20.02,-23.84,1.0
36.36,36.75,-76.18,1.0
101.17,63.56,-30.58,1.0
6.8,11.09,-34.01,1.0
74.34,59.96,-83.68,1.0
67.52,56.34,-84.59,1.0
101.13,63.77,-30.63,1.0
103.95,64.15,-24.97,1.0
50.81,34.77,-27.66,1.0
47.8,31.08,-18.66,1.0
36.53,20.47,1.02,1.0
31.54,35.09,-78.48,1.0
86.77,56.41,-33.17,1.0
50.58,34.76,-27.6,1.0
31.52,44.97,-122.7,1.0
11.76,10.81,-18.67,1.0
57.35,33.78,-5.64,1.0
33.19,35.81,-76.58,1.0
32.15,35.51,-77.72,1.0
20.96,20.13,-37.09,1.0
57.71,33.78,-4.67,1.0
57.61,33.76,-4.81,1.0
23.26,17.6,-19.7,1.0
37.03,33.98,-58.04,1.0
85.81,56.33,-33.75,1.0
100.21,61.14,-18.91,1.0
103.67,55.65,14.47,1.0
97.75,64.72,-40.77,1.0
77.49,56.88,-56.81,1.0
45.07,39.25,-60.29,1.0
29.6,23.75,-30.58,1.0
36.99,37.28,-71.54,1.0
40.96,34.79,-50.58,1.0
166.72,113.25,-80.79,1.0
9.05,23.74,-81.09,1.0
64.34,60.36,-103.13,1.0
36.95,37.53,-71.61,1.0
50.76,35.27,-27.06,1.0
97.14,59.48,-17.24,1.0
36.26,37.48,-71.75,1.0
58.91,35.77,-9.13,1.0
101.64,64.87,-28.96,1.0
70.13,44.09,-17.34,1.0
100.43,62.08,-19.74,1.0
44.65,30.49,-20.94,1.0
35.57,34.12,-57.87,1.0
43.2,30.26,-23.21,1.0
44.45,30.43,-20.8,1.0
43.29,30.38,-23.31,1.0
26.82,17.65,-9.57,1.0
69.98,44.17,-17.02,1.0
27.41,24.06,-34.62,1.0
25.27,21.5,-29.04,1.0
67.63,59.53,-85.4,1.0
35.27,21.39,-4.71,1.0
11.92,27.19,-83.04,1.0
12.31,27.37,-82.84,1.0
70.28,51.42,-44.73,1.0
13.63,19.5,-47.29,1.0
44.82,30.75,-20.18,1.0
33.95,20.17,-2.63,1.0
15.68,20.14,-45.09,1.0
13.54,19.49,-47.1,1.0
70.06,51.56,-45.21,1.0
87.24,59.69,-37.92,1.0
6.43,10.57,-27.54,1.0
84.13,65.12,-66.37,1.0
49.04,32.67,-17.49,1.0
75.45,54.1,-42.22,1.0
27.56,36.4,-81.53,1.0
44.68,30.65,-19.36,1.0
43.33,40.41,-61.34,1.0
64.48,64.91,-110.06,1.0
49.06,32.71,-17.44,1.0
49.65,35.85,-28.48,1.0
49.02,31.18,-11.45,1.0
62.67,67.84,-125.53,1.0
54.8,35.94,-17.06,1.0
13.76,19.26,-44.49,1.0
68.37,51.2,-46.13,1.0
27.4,21.86,-23.58,1.0
27.36,21.83,-23.56,1.0
13.12,19.88,-48.07,1.0
10.89,28.36,-86.36,1.0
60.04,46.64,-46.6,1.0
64.9,65.67,-109.7,1.0
45.15,41.61,-60.46,1.0
48.79,31.16,-11.5,1.0
89.91,68.6,-64.71,1.0
26.09,23.2,-31.58,1.0
26.13,24.52,-36.48,1.0
81.58,53.71,-25.28,1.0
26.14,24.55,-36.38,1.0
74.1,48.01,-19.8,1.0
0.06,0.03,0.01,1.0
12.7,19.96,-48.46,1.0
54.58,36.05,-16.91,1.0
61.75,68.13,-123.4,1.0
45.32,42.06,-60.16,1.0
61.71,68.18,-123.47,1.0
27.64,23.61,-28.79,1.0
4.22,11.84,-35.75,1.0
41.52,26.0,-7.17,1.0
86.86,59.25,-33.33,1.0
46.54,32.11,-19.2,1.0
37.19,23.13,-5.75,1.0
45.52,42.13,-58.92,1.0
32.55,33.99,-56.65,1.0
13.54,22.23,-53.92,1.0
45.55,60.29,-126.48,1.0
46.75,32.05,-18.17,1.0
109.03,73.76,-38.67,1.0
45.22,42.18,-59.26,1.0
68.33,52.73,-48.31,1.0
32.7,34.27,-56.79,1.0
97.33,68.67,-44.82,1.0
34.86,20.2,0.32,1.0
99.47,63.68,-21.93,1.0
50.01,32.57,-12.77,1.0
37.31,35.87,-52.43,1.0
66.7,52.03,-48.83,1.0
21.33,19.59,-26.52,1.0
52.06,37.53,-26.5,2.0
49.97,32.59,-12.86,1.0
29.68,25.82,-31.45,1.0
86.65,59.48,-33.01,1.0
46.17,42.49,-57.27,1.0
25.08,22.84,-30.22,1.0
53.45,46.28,-55.5,1.0
80.46,54.82,-29.05,1.0
52.17,37.94,-27.56,2.0
46.81,32.33,-18.44,1.0
25.0,22.81,-30.15,1.0
44.86,42.79,-60.76,1.0
53.26,46.2,-55.45,1.0
46.99,32.46,-18.48,1.0
46.14,42.51,-56.82,1.0
86.5,69.14,-68.13,1.0
64.78,67.42,-107.48,1.0
46.78,32.33,-18.31,1.0
18.75,22.51,-42.02,1.0
26.95,27.8,-43.76,1.0
27.4,19.17,-11.47,1.0
34.83,20.25,0.36,1.0
26.17,38.9,-85.23,1.0
26.21,38.89,-85.18,1.0
10.88,11.18,-17.39,1.0
48.74,36.25,-28.04,1.0
51.67,37.77,-27.1,2.0
54.33,35.43,-13.1,1.0
28.78,41.1,-86.98,1.0
51.53,37.69,-27.04,2.0
51.94,37.97,-27.18,2.0
71.08,48.68,-25.41,1.0
103.11,67.45,-25.29,1.0
16.44,21.28,-41.67,1.0
66.6,52.75,-49.02,1.0
26.49,39.4,-84.96,1.0
57.31,39.25,-20.23,1.0
57.07,34.33,-3.16,1.0
9.81,20.88,-53.7,1.0
52.08,38.37,-27.84,2.0
46.66,32.62,-18.7,1.0
30.24,17.86,-0.48,1.0
42.32,41.42,-58.87,1.0
117.06,89.85,-75.12,1.0
59.2,41.32,-23.43,1.0
65.32,68.51,-106.61,1.0
42.55,41.6,-58.77,1.0
51.69,38.04,-26.83,2.0
30.23,17.81,-0.18,1.0
54.74,64.34,-112.41,1.0
23.17,40.61,-94.14,1.0
34.68,21.55,-3.95,1.0
59.21,41.6,-23.5,1.0
56.41,46.89,-47.48,1.0
44.45,32.9,-23.39,1.0
24.91,39.4,-85.64,1.0
25.61,39.79,-85.55,1.0
81.72,68.58,-70.81,1.0
42.34,41.91,-58.7,1.0
49.61,45.4,-55.97,1.0
24.69,39.18,-85.12,1.0
98.66,64.18,-21.08,1.0
52.17,38.65,-27.32,2.0
81.24,68.58,-71.34,1.0
60.99,39.48,-12.28,1.0
52.08,37.99,-25.16,1.0
55.5,40.06,-25.25,1.0
97.06,95.82,-131.57,1.0
34.65,20.32,0.41,1.0
59.15,41.69,-23.1,1.0
57.19,40.85,-24.06,1.0
14.44,31.27,-77.09,1.0
8.11,16.39,-39.31,1.0
29.56,40.24,-77.19,1.0
39.7,33.48,-33.98,1.0
48.49,33.3,-15.78,1.0
53.26,66.66,-118.83,1.0
71.0,46.58,-15.86,1.0
67.09,53.52,-46.82,1.0
59.03,41.72,-22.98,1.0
51.51,38.56,-27.23,2.0
30.5,40.99,-76.89,1.0
46.86,33.13,-18.06,1.0
55.94,40.57,-24.81,1.0
24.62,25.21,-35.34,1.0
26.88,29.12,-43.82,1.0
38.15,20.12,8.23,1.0
68.98,48.49,-25.14,1.0
23.22,24.78,-36.35,1.0
36.45,50.11,-93.66,1.0
155.6,129.6,-123.48,1.0
16.98,8.93,3.74,1.0
44.55,63.65,-122.36,1.0
48.1,33.23,-15.45,1.0
112.37,78.93,-40.6,1.0
42.34,43.65,-60.56,1.0
34.45,35.49,-49.04,1.0
95.79,64.6,-25.17,1.0
116.16,92.17,-75.07,1.0
60.35,39.68,-12.46,1.0
99.77,80.79,-69.87,1.0
32.6,41.86,-73.03,1.0
48.84,61.01,-103.84,1.0
69.13,48.74,-25.01,1.0
25.73,21.94,-21.57,1.0
116.93,92.81,-75.54,1.0
11.1,20.0,-43.41,1.0
34.8,20.68,0.04,1.0
12.32,8.38,-3.42,1.0
34.97,22.34,-5.01,1.0
31.38,41.63,-74.3,1.0
48.6,33.57,-15.1,1.0
95.67,64.79,-25.37,1.0
26.73,20.38,-14.48,1.0
31.07,29.19,-34.53,1.0
39.52,62.54,-125.74,1.0
41.66,42.91,-58.23,1.0
68.79,48.67,-24.89,1.0
11.53,12.74,-18.88,1.0
40.44,63.04,-125.27,1.0
48.25,33.52,-15.39,1.0
97.92,65.39,-22.72,1.0
42.06,26.96,-6.17,1.0
31.13,29.33,-34.64,1.0
-6.72,7.44,-36.66,1.0
15.17,58.32,-157.49,1.0
96.63,71.44,-44.41,1.0
48.25,33.36,-14.76,1.0
100.09,64.28,-14.98,1.0
30.78,29.33,-34.99,1.0
16.8,8.8,3.89,1.0
23.28,25.21,-35.97,1.0
43.64,32.29,-19.86,1.0
38.61,62.74,-125.85,1.0
68.98,49.18,-25.46,1.0
28.3,20.11,-10.23,1.0
50.26,34.19,-13.27,1.0
24.03,43.0,-90.59,1.0
63.5,53.17,-48.24,1.0
23.33,25.37,-36.1,1.0
53.8,39.94,-24.61,1.0
78.91,70.16,-72.48,1.0
-2.57,5.91,-23.42,1.0
24.26,43.57,-91.63,1.0
23.84,43.22,-90.95,1.0
24.41,43.77,-91.65,1.0
30.68,29.35,-34.5,1.0
23.03,43.04,-91.51,1.0
49.38,47.51,-56.12,1.0
34.61,36.34,-48.66,1.0
48.37,33.66,-14.74,1.0
22.94,25.63,-37.11,1.0
48.39,33.68,-14.72,1.0
3.94,14.07,-36.46,1.0
61.67,71.01,-105.9,1.0
30.77,29.54,-34.56,1.0
34.41,60.4,-123.39,1.0
22.84,43.27,-91.57,1.0
49.92,36.26,-19.69,1.0
41.25,43.93,-59.46,1.0
34.11,36.24,-48.89,1.0
23.04,25.49,-36.04,1.0
16.5,23.03,-40.53,1.0
35.02,28.53,-23.2,1.0
47.23,60.7,-99.68,1.0
39.16,43.08,-60.3,1.0
47.95,33.69,-15.15,1.0
40.49,46.39,-67.92,1.0
5.53,11.69,-25.73,1.0
66.73,75.49,-108.94,1.0
34.9,33.51,-38.63,1.0
49.09,39.07,-29.55,1.0
41.01,44.1,-59.76,1.0
32.49,30.06,-32.43,1.0
40.52,46.48,-67.88,1.0
10.05,18.7,-38.84,1.0
68.99,49.71,-25.42,1.0
69.03,49.38,-24.54,1.0
36.6,22.11,-0.43,1.0
49.44,34.17,-13.73,1.0
68.82,49.61,-25.37,1.0
41.11,44.32,-59.87,1.0
40.85,44.12,-59.71,1.0
25.56,22.44,-21.6,1.0
89.29,76.57,-69.75,1.0
24.81,29.27,-43.59,1.0
14.81,22.11,-40.08,1.0
16.63,23.3,-40.39,1.0
112.63,81.12,-40.81,1.0
17.08,23.39,-39.71,1.0
66.9,68.59,-85.84,1.0
27.02,28.85,-38.09,1.0
81.36,59.37,-31.53,1.0
190.89,129.92,-45.3,1.0
18.77,44.19,-99.05,1.0
18.66,44.23,-98.99,1.0
30.63,29.97,-34.61,1.0
81.88,59.72,-31.34,1.0
66.26,68.96,-87.15,1.0
72.44,78.15,-103.23,1.0
16.31,23.33,-40.45,1.0
66.2,55.35,-46.28,1.0
11.86,20.92,-41.19,1.0
65.18,56.08,-50.21,1.0
61.52,70.31,-99.11,1.0
16.49,23.41,-40.21,1.0
13.58,22.99,-44.15,1.0
68.38,49.33,-24.3,1.0
31.46,68.01,-146.32,1.0
19.86,40.94,-86.43,1.0
81.36,59.53,-31.44,1.0
68.6,49.74,-24.94,1.0
13.59,9.35,-3.43,1.0
4.6,3.56,-2.34,1.0
10.88,20.4,-41.07,1.0
14.39,23.52,-44.06,1.0
16.09,23.42,-40.68,1.0
68.37,49.6,-24.7,1.0
68.31,49.39,-24.23,1.0
11.42,20.57,-40.44,1.0
22.89,44.99,-92.24,1.0
68.37,49.45,-24.26,1.0
68.34,49.44,-24.2,1.0
11.47,20.77,-40.9,1.0
66.4,67.44,-80.52,1.0
20.07,41.35,-86.17,1.0
11.51,20.89,-41.06,1.0
67.92,49.3,-24.41,1.0
13.59,9.38,-3.43,1.0
26.8,29.15,-38.03,1.0
59.56,57.23,-62.29,1.0
-1.51,4.97,-17.23,1.0
82.81,73.41,-68.25,1.0
74.61,70.73,-74.89,1.0
16.86,23.94,-40.11,1.0
-6.59,8.04,-35.08,1.0
21.66,25.72,-36.7,1.0
100.75,65.53,-13.02,1.0
81.82,73.29,-69.07,1.0
65.85,67.86,-81.29,1.0
15.9,43.43,-98.06,1.0
21.78,45.42,-93.46,1.0
64.93,56.68,-50.27,1.0
36.4,71.17,-142.46,1.0
11.83,21.21,-40.69,1.0
18.31,45.1,-98.38,1.0
68.17,67.35,-75.37,1.0
38.9,57.7,-98.28,1.0
26.81,48.5,-92.99,1.0
60.29,57.96,-61.68,1.0
40.44,53.38,-82.82,1.0
16.76,8.94,3.55,1.0
7.63,18.13,-38.7,1.0
76.11,57.8,-33.22,1.0
59.28,40.5,-12.86,1.0
59.34,40.52,-12.87,1.0
80.47,59.86,-31.43,1.0
81.87,73.65,-68.33,1.0
19.93,11.53,1.63,1.0
75.6,52.6,-18.77,1.0
28.42,30.28,-37.11,1.0
46.0,68.4,-115.13,1.0
100.3,66.82,-16.59,1.0
27.88,49.51,-92.3,1.0
38.89,50.11,-74.98,1.0
68.31,50.37,-24.88,1.0
99.48,90.04,-83.15,1.0
41.98,27.59,-5.72,1.0
52.18,46.97,-42.84,1.0
49.08,40.57,-30.09,1.0
62.46,58.86,-58.57,1.0
55.67,50.51,-46.54,1.0
48.77,40.56,-30.39,1.0
59.81,57.78,-59.81,1.0
62.54,58.97,-58.45,1.0
62.64,59.08,-58.59,1.0
27.03,49.45,-92.3,1.0
-1.39,5.33,-17.28,1.0
25.14,28.91,-37.97,1.0
35.26,74.39,-147.6,1.0
59.14,62.94,-74.69,1.0
-13.59,10.84,-53.13,1.0
31.92,53.91,-95.41,1.0
18.35,26.07,-41.18,1.0
5.41,19.54,-44.86,1.0
38.1,43.54,-55.86,1.0
61.72,43.51,-15.91,1.0
42.05,27.7,-5.46,1.0
17.7,46.06,-97.14,1.0
77.77,58.76,-30.8,1.0
31.42,19.26,-0.12,1.0
80.58,74.99,-70.66,1.0
8.27,20.53,-42.47,1.0
17.98,25.0,-38.41,1.0
29.83,37.37,-52.42,1.0
44.93,60.64,-90.91,1.0
48.39,40.72,-30.37,1.0
67.46,50.59,-25.46,1.0
10.42,21.96,-42.67,1.0
61.97,70.91,-90.1,1.0
59.72,58.21,-59.12,1.0
-13.72,11.08,-53.22,1.0
28.51,44.8,-74.52,1.0
29.34,35.12,-46.57,1.0
20.93,42.38,-80.55,1.0
15.51,41.33,-86.81,1.0
39.78,31.66,-19.83,1.0
51.73,47.46,-42.9,1.0
25.43,23.76,-22.21,1.0
-13.87,11.21,-53.57,1.0
15.48,41.37,-86.53,1.0
17.15,41.92,-85.2,1.0
44.81,42.06,-39.47,1.0
68.16,58.16,-44.11,1.0
16.03,41.06,-84.19,1.0
68.19,50.89,-24.42,1.0
87.27,60.74,-19.21,1.0
28.11,44.86,-74.26,1.0
16.96,46.41,-96.87,1.0
25.37,23.84,-22.21,1.0
16.07,41.4,-84.62,1.0
37.28,76.28,-143.16,1.0
97.73,66.81,-18.08,1.0
26.51,49.07,-87.69,1.0
40.77,37.95,-34.48,1.0
19.62,63.34,-137.07,1.0
18.42,26.7,-40.98,1.0
-12.47,15.54,-61.91,1.0
73.93,50.53,-13.36,1.0
18.6,26.9,-41.18,1.0
44.28,32.78,-14.71,1.0
5.29,22.71,-51.7,1.0
55.83,54.84,-54.33,1.0
-12.5,15.6,-61.64,1.0
28.87,53.51,-94.76,1.0
17.31,26.12,-40.89,1.0
5.21,22.67,-51.47,1.0
4.73,22.75,-52.44,1.0
-30.39,38.07,-150.2,1.0
64.06,47.56,-21.28,2.0
64.63,47.93,-21.36,2.0
-11.89,16.21,-62.15,1.0
17.77,46.77,-94.34,1.0
27.56,73.1,-146.93,1.0
64.35,47.8,-21.13,2.0
47.44,71.72,-110.8,1.0
52.69,68.3,-93.43,1.0
64.16,47.75,-21.18,2.0
19.48,24.08,-31.45,1.0
75.97,73.72,-69.95,1.0
30.5,31.66,-33.37,1.0
18.99,42.71,-80.58,1.0
129.63,118.29,-99.17,1.0
41.91,27.92,-5.2,1.0
-14.33,11.68,-53.26,1.0
36.08,44.23,-56.43,1.0
21.05,13.14,-0.26,1.0
64.04,48.48,-22.74,2.0
15.29,42.18,-84.22,1.0
39.18,39.19,-38.36,1.0
64.11,48.4,-22.36,2.0
19.49,24.22,-31.16,1.0
31.18,35.42,-41.28,1.0
5.93,18.64,-38.33,1.0
15.2,42.42,-84.28,1.0
13.44,8.04,0.78,1.0
-12.67,12.9,-52.99,1.0
64.48,48.33,-21.06,2.0
-9.56,12.58,-47.09,1.0
97.9,68.55,-19.8,1.0
63.81,48.41,-22.31,2.0
32.5,47.27,-68.7,1.0
15.6,42.69,-83.7,1.0
76.01,87.18,-101.26,1.0
25.89,50.59,-87.35,1.0
-11.2,10.43,-43.92,1.0
-7.85,13.51,-46.26,1.0
60.86,43.35,-13.94,1.0
45.96,72.78,-110.91,1.0
30.02,36.93,-45.77,1.0
20.44,44.29,-79.18,1.0
47.49,42.76,-33.08,1.0
-12.51,13.33,-52.94,1.0
64.16,48.32,-20.97,2.0
27.79,21.54,-10.58,1.0
31.51,19.59,0.11,1.0
15.34,15.66,-15.28,1.0
41.62,33.66,-19.23,1.0
56.83,44.68,-23.09,1.0
3.92,3.46,-2.53,1.0
30.69,32.12,-32.34,1.0
64.02,48.37,-21.02,2.0
41.62,33.71,-19.01,1.0
73.3,51.19,-13.43,1.0
4.65,4.13,-3.03,1.0
73.64,51.46,-13.48,1.0
8.83,50.87,-111.59,1.0
26.74,35.33,-45.82,1.0
73.43,51.19,-13.01,1.0
14.07,19.86,-27.17,1.0
18.81,28.9,-42.09,1.0
14.8,46.84,-92.11,1.0
47.32,43.85,-34.86,1.0
27.4,21.65,-11.01,1.0
75.35,59.28,-29.62,1.0
4.82,4.11,-2.67,1.0
64.16,48.55,-20.46,2.0
64.12,48.7,-20.85,2.0
63.91,48.48,-20.68,2.0
8.33,45.49,-98.07,1.0
-12.13,10.03,-42.92,1.0
-13.9,12.53,-51.67,1.0
31.15,19.47,0.15,1.0
28.93,37.04,-45.89,1.0
47.16,74.51,-109.02,1.0
122.84,117.78,-98.74,1.0
86.48,77.2,-55.57,1.0
93.05,68.01,-23.17,1.0
18.9,11.04,2.0,1.0
64.07,48.68,-20.48,2.0
64.03,48.63,-20.28,2.0
64.15,48.73,-20.28,2.0
18.06,24.74,-32.1,1.0
36.7,45.87,-54.62,1.0
29.99,36.25,-41.66,1.0
63.7,48.44,-20.11,2.0
17.94,24.66,-32.01,1.0
63.71,48.67,-20.6,2.0
63.22,81.31,-98.9,1.0
47.6,44.45,-34.6,1.0
63.55,48.76,-20.98,2.0
18.32,24.84,-31.69,1.0
1.65,24.61,-55.99,1.0
19.42,28.09,-37.71,1.0
7.12,45.66,-97.79,1.0
33.41,44.37,-55.3,1.0
95.6,70.96,-25.4,1.0
73.6,53.91,-17.74,1.0
6.52,45.57,-98.13,1.0
26.75,52.25,-83.29,1.0
14.75,21.37,-28.33,1.0
-9.74,83.2,-209.86,2.0
-5.82,4.13,-18.32,1.0
95.76,67.65,-16.91,1.0
69.11,51.83,-19.17,1.0
14.52,15.6,-15.05,1.0
18.96,28.14,-37.89,1.0
90.73,54.17,7.35,1.0
31.18,19.69,0.03,1.0
6.08,45.58,-97.68,1.0
39.53,40.15,-35.42,1.0
115.41,102.8,-69.52,1.0
17.99,24.98,-31.76,1.0
3.8,20.62,-42.48,1.0
11.75,51.36,-102.39,1.0
63.81,49.15,-20.43,2.0
28.51,36.73,-43.5,1.0
17.65,24.84,-31.81,1.0
65.68,49.95,-19.44,1.0
94.66,82.23,-51.88,1.0
14.97,51.39,-97.22,1.0
24.28,51.37,-83.47,1.0
18.82,28.34,-38.01,1.0
-13.91,13.05,-50.56,1.0
-4.81,3.21,-14.47,1.0
102.09,80.33,-36.27,1.0
52.87,53.72,-46.67,1.0
-4.34,2.91,-13.05,1.0
-6.07,4.03,-18.16,1.0
-6.1,4.1,-18.36,1.0
8.77,6.81,-2.86,1.0
11.56,43.89,-83.97,1.0
18.79,28.12,-37.21,1.0
60.18,47.78,-22.08,1.0
49.82,27.49,9.43,1.0
99.67,67.56,-9.94,1.0
1.57,1.03,-0.08,1.0
18.81,28.35,-37.72,1.0
19.35,28.48,-37.2,1.0
19.23,28.61,-37.63,1.0
-6.02,4.13,-18.19,1.0
18.63,28.5,-38.21,1.0
11.73,44.03,-83.76,1.0
75.49,60.89,-29.59,1.0
-5.94,4.24,-18.3,1.0
6.05,20.99,-39.07,1.0
68.74,52.18,-19.37,1.0
19.23,29.03,-38.3,1.0
18.01,28.17,-38.11,1.0
34.05,19.93,3.9,1.0
14.75,21.73,-28.08,1.0
18.86,28.66,-37.85,1.0
60.11,43.86,-12.74,1.0
-2.06,18.65,-45.26,1.0
-4.65,17.48,-46.28,1.0
19.01,28.91,-38.03,1.0
27.82,36.18,-41.78,1.0
67.47,46.35,-7.75,1.0
47.88,45.33,-33.58,1.0
26.63,21.86,-11.07,1.0
34.38,23.78,-4.26,1.0
18.98,28.88,-37.87,1.0
5.92,21.19,-39.18,1.0
18.7,28.58,-37.47,1.0
40.88,27.7,-3.71,1.0
48.33,48.87,-40.61,1.0
26.86,36.11,-42.65,1.0
1.99,20.08,-42.3,1.0
1.96,20.12,-42.36,1.0
70.85,58.28,-29.46,1.0
68.73,54.75,-24.53,1.0
20.96,33.82,-45.9,1.0
47.38,76.22,-103.31,1.0
-2.27,11.64,-29.34,1.0
43.02,76.2,-109.4,1.0
75.76,61.44,-29.3,1.0
75.4,61.21,-29.3,1.0
52.78,54.5,-46.42,1.0
108.69,119.29,-111.36,1.0
-6.19,4.09,-17.92,1.0
59.86,44.01,-12.87,1.0
-6.65,15.87,-44.75,1.0
28.56,46.77,-63.44,1.0
18.71,29.02,-37.98,1.0
3.24,13.83,-26.14,1.0
-6.65,15.77,-44.44,1.0
12.02,44.34,-81.16,2.0
24.35,15.39,0.39,1.0
68.74,55.19,-24.84,1.0
51.02,37.45,-10.61,1.0
31.15,19.7,0.51,1.0
93.55,65.46,-12.38,1.0
8.49,22.46,-37.55,1.0
4.84,20.82,-39.01,1.0
3.05,45.24,-95.26,1.0
25.75,40.08,-51.86,1.0
